# source: Binance public market data (BTCUSDT 4h)
# url: https://data-api.binance.vision/api/v3/klines?symbol=BTCUSDT&interval=4h&limit=1000
# downloaded_at: 2026-09-21
# license: Public API; data provided as-is by Binance
date,open,high,low,close,volume
2026-05-22T04:00,77779.98000000,77900.00000000,77288.77000000,77408.06000000,1756.84353000
2026-05-22T08:00,77408.07000000,77535.00000000,77184.45000000,77428.84000000,1436.53453000
2026-05-22T12:00,77428.83000000,77584.94000000,76570.00000000,76790.59000000,2613.83665000
2026-05-22T16:00,76790.60000000,77093.72000000,75668.76000000,75860.44000000,2815.05544000
2026-05-22T20:00,75860.44000000,76087.85000000,75359.18000000,75539.50000000,1765.78958000
2026-05-23T00:00,75539.50000000,75664.62000000,75220.00000000,75635.22000000,1896.10926000
2026-05-23T04:00,75635.22000000,75650.63000000,74289.60000000,74609.36000000,2690.99014000
2026-05-23T08:00,74609.37000000,74873.55000000,74303.56000000,74789.99000000,2509.09623000
2026-05-23T12:00,74789.99000000,75726.30000000,74660.05000000,75520.00000000,2943.50010000
2026-05-23T16:00,75519.99000000,76012.22000000,75371.72000000,75983.45000000,1772.27259000
2026-05-23T20:00,75983.45000000,77404.18000000,75953.94000000,76752.01000000,3274.91982000
2026-05-24T00:00,76752.00000000,77011.62000000,76629.02000000,76750.00000000,1051.70404000
2026-05-24T04:00,76750.01000000,77065.94000000,76651.59000000,76799.99000000,817.66826000
2026-05-24T08:00,76799.99000000,77543.15000000,76734.42000000,77320.06000000,1746.24676000
2026-05-24T12:00,77320.06000000,77325.72000000,76195.36000000,76371.59000000,1982.25663000
2026-05-24T16:00,76371.59000000,76799.99000000,76371.59000000,76773.34000000,882.04437000
